Date,Ward,Temp,Humidity,Rainfall,Wind_Speed,Dew_Point,pH,Turbidity,Dissolved_Oxygen,BOD,Qi_pH,Qi_Turbidity,Qi_Dissolved_Oxygen,Qi_BOD,WQI,Reported_Cases,Disease_Type,Hospital_Admissions,Fatalities
2025-01-22,Ward-4,38.2,30.8,92.8,23.9,10.8,6.84,1.38,7.67,4.04,-10.666666666666677,27.6,72.1875,134.66666666666666,64.31975,113,Dengue,35,0
2025-01-26,Ward-4,23.0,20.8,149.6,3.9,10.5,6.94,2.24,6.18,1.18,-3.999999999999974,44.8,87.70833333333333,39.33333333333333,47.12216666666667,35,Flu,9,6
2025-02-01,Ward-4,38.4,77.4,177.0,14.8,11.2,7.09,5.26,7.73,4.37,5.999999999999991,105.2,71.5625,145.66666666666669,83.26991666666667,61,Flu,14,0
2025-02-15,Ward-4,22.4,91.8,21.0,22.2,17.4,6.74,1.36,4.45,1.28,-17.33333333333332,27.200000000000003,105.72916666666666,42.66666666666667,48.43325,104,COVID-19,70,0
2025-02-18,Ward-4,30.2,31.5,16.5,44.3,13.1,7.25,4.64,8.69,4.43,16.666666666666664,92.8,61.56250000000001,147.66666666666666,80.79258333333334,77,Flu,57,9
2025-03-06,Ward-4,40.5,58.0,176.8,47.3,12.0,7.17,2.91,7.09,3.78,11.333333333333329,58.20000000000001,78.22916666666667,126.0,73.68325,74,Dengue,20,8
2025-03-12,Ward-4,40.0,69.8,18.9,22.3,8.3,7.02,2.09,4.79,4.24,1.333333333333305,41.8,102.1875,141.33333333333334,81.29841666666667,16,Flu,39,5
2025-03-12,Ward-4,40.0,69.8,18.9,22.3,8.3,7.02,2.09,4.79,4.24,1.333333333333305,41.8,102.1875,141.33333333333334,81.29841666666667,12,Malaria,62,3
2025-03-12,Ward-4,40.0,69.8,18.9,22.3,8.3,6.3,4.51,5.01,1.36,-46.66666666666668,90.2,99.89583333333334,45.333333333333336,50.82325,16,Flu,39,5
2025-03-12,Ward-4,40.0,69.8,18.9,22.3,8.3,6.3,4.51,5.01,1.36,-46.66666666666668,90.2,99.89583333333334,45.333333333333336,50.82325,12,Malaria,62,3
2025-03-12,Ward-4,33.5,68.5,113.3,23.7,22.5,7.02,2.09,4.79,4.24,1.333333333333305,41.8,102.1875,141.33333333333334,81.29841666666667,16,Flu,39,5
2025-03-12,Ward-4,33.5,68.5,113.3,23.7,22.5,7.02,2.09,4.79,4.24,1.333333333333305,41.8,102.1875,141.33333333333334,81.29841666666667,12,Malaria,62,3
2025-03-12,Ward-4,33.5,68.5,113.3,23.7,22.5,6.3,4.51,5.01,1.36,-46.66666666666668,90.2,99.89583333333334,45.333333333333336,50.82325,16,Flu,39,5
2025-03-12,Ward-4,33.5,68.5,113.3,23.7,22.5,6.3,4.51,5.01,1.36,-46.66666666666668,90.2,99.89583333333334,45.333333333333336,50.82325,12,Malaria,62,3
2025-03-29,Ward-4,18.0,45.7,176.7,33.7,6.8,7.0,4.35,8.93,2.29,0.0,86.99999999999999,59.06250000000001,76.33333333333333,55.37458333333333,18,Cholera,46,1
2025-03-30,Ward-4,26.4,28.9,148.8,6.6,24.2,6.54,3.8,5.7,3.24,-30.666666666666664,76.0,92.70833333333331,108.0,67.17416666666668,107,COVID-19,47,3
2025-03-31,Ward-4,17.3,29.0,162.8,46.3,17.7,7.13,3.2,7.2,2.74,8.66666666666666,64.0,77.08333333333333,91.33333333333334,63.928333333333335,73,Cholera,11,6
2025-04-13,Ward-4,18.0,47.9,64.0,12.2,17.8,7.31,3.22,4.99,1.5,20.666666666666643,64.4,100.10416666666666,50.0,62.886083333333325,116,Flu,33,5
2025-04-15,Ward-4,27.1,37.0,82.3,30.3,13.3,7.15,1.62,4.63,3.11,10.000000000000025,32.4,103.85416666666669,103.66666666666666,71.72108333333334,44,COVID-19,24,3
2025-04-19,Ward-4,20.3,75.1,112.0,6.5,29.9,6.87,2.05,4.82,3.66,-8.66666666666666,41.0,101.875,122.0,73.45083333333335,84,Typhoid,25,8
2025-04-21,Ward-4,34.2,64.9,117.9,1.2,16.9,7.56,3.7,8.41,5.0,37.33333333333331,74.0,64.47916666666667,166.66666666666669,88.64291666666668,18,Flu,5,4
2025-04-29,Ward-4,11.4,38.1,8.3,47.7,16.3,7.09,3.16,7.28,1.57,5.999999999999991,63.2,76.25,52.33333333333333,52.010333333333335,0,COVID-19,20,0
2025-05-01,Ward-4,13.7,36.3,188.1,11.3,23.3,6.92,5.0,5.6,3.65,-5.3333333333333375,100.0,93.75,121.66666666666666,80.76833333333335,2,COVID-19,34,0
2025-05-04,Ward-4,20.0,77.0,156.5,47.8,6.4,7.03,2.07,7.88,3.46,2.000000000000017,41.4,70.0,115.33333333333331,63.15733333333334,95,Typhoid,74,0
2025-05-07,Ward-4,10.3,77.6,146.9,32.5,25.3,7.37,2.98,8.52,3.39,24.66666666666667,59.6,63.33333333333334,113.0,68.13600000000002,7,Malaria,14,8
2025-05-11,Ward-4,38.7,85.1,54.8,26.2,11.8,6.71,1.53,8.28,2.96,-19.333333333333336,30.6,65.83333333333334,98.66666666666669,50.65266666666668,91,COVID-19,38,9
2025-05-15,Ward-4,11.7,87.8,91.1,48.7,19.1,7.52,4.59,4.26,3.05,34.66666666666664,91.8,107.70833333333334,101.66666666666666,87.40216666666666,16,Typhoid,3,3
2025-05-15,Ward-4,11.7,87.8,91.1,48.7,19.1,7.52,4.59,4.26,3.05,34.66666666666664,91.8,107.70833333333334,101.66666666666666,87.40216666666666,72,Cholera,57,0
2025-05-15,Ward-4,11.7,87.8,91.1,48.7,19.1,7.06,1.93,5.64,2.36,3.999999999999974,38.6,93.33333333333334,78.66666666666666,60.816,16,Typhoid,3,3
2025-05-15,Ward-4,11.7,87.8,91.1,48.7,19.1,7.06,1.93,5.64,2.36,3.999999999999974,38.6,93.33333333333334,78.66666666666666,60.816,72,Cholera,57,0
2025-05-15,Ward-4,16.4,32.5,100.2,31.9,15.4,7.52,4.59,4.26,3.05,34.66666666666664,91.8,107.70833333333334,101.66666666666666,87.40216666666666,16,Typhoid,3,3
2025-05-15,Ward-4,16.4,32.5,100.2,31.9,15.4,7.52,4.59,4.26,3.05,34.66666666666664,91.8,107.70833333333334,101.66666666666666,87.40216666666666,72,Cholera,57,0
2025-05-15,Ward-4,16.4,32.5,100.2,31.9,15.4,7.06,1.93,5.64,2.36,3.999999999999974,38.6,93.33333333333334,78.66666666666666,60.816,16,Typhoid,3,3
2025-05-15,Ward-4,16.4,32.5,100.2,31.9,15.4,7.06,1.93,5.64,2.36,3.999999999999974,38.6,93.33333333333334,78.66666666666666,60.816,72,Cholera,57,0
2025-05-24,Ward-4,33.7,89.9,21.5,28.4,14.2,7.04,1.71,4.7,2.63,2.6666666666666687,34.2,103.125,87.66666666666666,65.66783333333333,46,Dengue,76,3
2025-05-25,Ward-4,20.3,90.8,122.5,42.6,23.9,7.5,2.37,8.58,2.83,33.33333333333333,47.400000000000006,62.708333333333336,94.33333333333334,62.65150000000001,9,Dengue,22,9
2025-06-04,Ward-4,41.6,25.5,30.7,30.2,21.1,7.2,4.65,4.23,4.27,13.333333333333345,93.0,108.02083333333331,142.33333333333331,94.39375,48,Typhoid,44,5
2025-06-16,Ward-4,30.1,84.1,176.0,20.0,29.0,7.35,2.37,6.68,4.52,23.333333333333307,47.400000000000006,82.5,150.66666666666666,82.954,73,Dengue,40,0
2025-07-10,Ward-4,14.8,66.5,156.3,5.2,29.6,6.69,2.24,8.98,1.09,-20.666666666666643,44.8,58.54166666666666,36.333333333333336,32.69883333333334,46,COVID-19,18,8
2025-07-12,Ward-4,22.1,34.1,143.6,25.5,17.3,7.22,3.65,6.57,2.67,14.66666666666665,73.0,83.64583333333333,89.0,68.26625,84,Flu,20,6
2025-07-13,Ward-4,41.3,57.8,136.9,30.6,27.6,6.92,5.31,5.91,4.28,-5.3333333333333375,106.2,90.52083333333331,142.66666666666669,86.54241666666667,13,Typhoid,50,5
2025-07-25,Ward-4,38.1,28.0,73.7,40.7,7.1,7.49,3.68,4.11,2.64,32.666666666666686,73.6,109.27083333333331,88.0,80.75475,96,Cholera,5,1
2025-07-28,Ward-4,36.6,57.3,5.7,49.8,10.2,6.9,1.37,6.48,4.77,-6.666666666666643,27.4,84.58333333333333,159.0,76.19566666666668,4,Dengue,64,9
2025-07-30,Ward-4,38.0,21.6,164.0,31.5,27.4,7.41,5.77,5.6,1.02,27.333333333333343,115.4,93.75,34.0,65.87233333333333,55,Malaria,34,2
2025-08-05,Ward-4,17.9,65.1,158.8,7.4,27.6,6.9,1.2,4.68,2.64,-6.666666666666643,24.0,103.33333333333334,88.0,62.14666666666668,65,Flu,42,7
2025-08-16,Ward-4,12.1,20.8,113.3,8.4,26.8,7.4,1.98,8.41,3.57,26.66666666666669,39.6,64.47916666666667,119.0,67.44558333333333,3,Malaria,38,4
2025-08-26,Ward-4,41.1,60.9,6.4,36.8,29.8,7.63,4.87,6.5,4.53,41.99999999999999,97.4,84.375,151.0,95.7915,21,COVID-19,44,2
2025-09-07,Ward-4,21.1,90.3,153.6,11.1,16.1,6.88,2.97,7.35,1.08,-8.000000000000007,59.400000000000006,75.52083333333334,36.00000000000001,43.50108333333335,35,COVID-19,76,7
2025-09-10,Ward-4,37.8,80.7,173.4,38.9,12.8,7.18,5.89,4.05,2.15,11.999999999999982,117.8,109.89583333333334,71.66666666666667,78.91925,13,COVID-19,1,1
2025-09-11,Ward-4,32.8,51.3,80.5,24.9,29.3,6.81,1.47,6.33,4.95,-12.666666666666693,29.4,86.14583333333333,165.0,77.40691666666666,87,Cholera,1,2
2025-09-17,Ward-4,12.0,44.7,58.7,4.1,23.8,6.88,4.23,8.08,1.64,-8.000000000000007,84.60000000000001,67.91666666666667,54.66666666666666,50.17433333333333,106,Cholera,37,8
2025-09-28,Ward-4,19.9,78.1,63.8,5.3,24.4,7.4,2.96,7.16,4.38,26.66666666666669,59.2,77.5,146.0,82.56866666666667,67,Typhoid,38,4
2024-01-03,Ward-5,38.0,86.7,113.1,15.2,8.0,7.0,1.55,5.12,2.46,0.0,31.0,98.75,82.0,61.495000000000005,106,Dengue,4,0
2024-01-04,Ward-5,30.5,26.5,41.4,31.7,28.9,7.09,5.1,8.64,1.39,5.999999999999991,102.0,62.08333333333332,46.33333333333333,51.72166666666666,82,Cholera,42,1
2024-01-09,Ward-5,14.2,66.2,96.0,37.6,28.8,6.93,2.84,6.31,3.83,-4.666666666666686,56.8,86.35416666666667,127.66666666666666,73.16841666666667,103,Cholera,75,1
2024-01-25,Ward-5,33.5,22.8,148.0,29.8,6.9,6.74,2.83,5.45,4.4,-17.33333333333332,56.60000000000001,95.3125,146.66666666666669,78.71558333333334,59,Flu,30,4
2024-01-29,Ward-5,10.5,55.2,142.1,20.3,13.7,7.23,1.99,8.92,4.55,15.333333333333362,39.8,59.16666666666666,151.66666666666666,72.32466666666667,50,Flu,22,0
2024-01-31,Ward-5,27.6,27.4,184.7,19.4,25.6,6.82,3.93,7.01,1.07,-11.999999999999982,78.60000000000001,79.0625,35.66666666666667,46.80391666666668,63,Flu,70,3
2024-02-08,Ward-5,27.3,74.8,91.0,16.2,15.7,7.01,2.86,6.39,1.45,0.6666666666666525,57.2,85.52083333333334,48.333333333333336,51.90908333333333,83,Typhoid,45,6
2024-02-17,Ward-5,10.6,48.8,186.0,31.6,7.1,7.4,1.82,5.7,4.41,26.66666666666669,36.4,92.70833333333331,147.0,84.37150000000001,3,COVID-19,47,6
2024-02-18,Ward-5,22.2,22.8,71.7,13.1,21.4,6.8,4.72,5.86,2.83,-13.333333333333345,94.4,91.04166666666666,94.33333333333334,69.53816666666667,53,Dengue,69,4
2024-03-03,Ward-5,17.3,43.6,185.0,21.5,23.7,6.78,3.58,5.1,4.6,-14.66666666666665,71.6,98.95833333333334,153.33333333333331,84.80850000000001,88,Flu,35,5
2024-03-03,Ward-5,17.3,43.6,185.0,21.5,23.7,6.78,3.58,5.1,4.6,-14.66666666666665,71.6,98.95833333333334,153.33333333333331,84.80850000000001,59,Dengue,29,6
2024-03-03,Ward-5,17.3,43.6,185.0,21.5,23.7,7.23,4.87,5.09,2.88,15.333333333333362,97.4,99.0625,96.0,79.51858333333334,88,Flu,35,5
2024-03-03,Ward-5,17.3,43.6,185.0,21.5,23.7,7.23,4.87,5.09,2.88,15.333333333333362,97.4,99.0625,96.0,79.51858333333334,59,Dengue,29,6
2024-03-03,Ward-5,14.4,63.4,117.9,35.5,12.6,6.78,3.58,5.1,4.6,-14.66666666666665,71.6,98.95833333333334,153.33333333333331,84.80850000000001,88,Flu,35,5
2024-03-03,Ward-5,14.4,63.4,117.9,35.5,12.6,6.78,3.58,5.1,4.6,-14.66666666666665,71.6,98.95833333333334,153.33333333333331,84.80850000000001,59,Dengue,29,6
2024-03-03,Ward-5,14.4,63.4,117.9,35.5,12.6,7.23,4.87,5.09,2.88,15.333333333333362,97.4,99.0625,96.0,79.51858333333334,88,Flu,35,5
2024-03-03,Ward-5,14.4,63.4,117.9,35.5,12.6,7.23,4.87,5.09,2.88,15.333333333333362,97.4,99.0625,96.0,79.51858333333334,59,Dengue,29,6
2024-03-09,Ward-5,10.6,32.5,14.6,47.5,18.0,7.36,3.19,8.0,2.9,24.00000000000002,63.8,68.75,96.66666666666669,65.92966666666668,87,Flu,12,0
2024-03-09,Ward-5,10.6,32.5,14.6,47.5,18.0,7.36,3.19,8.0,2.9,24.00000000000002,63.8,68.75,96.66666666666669,65.92966666666668,7,Typhoid,62,1
2024-03-09,Ward-5,10.6,32.5,14.6,47.5,18.0,7.2,5.86,8.44,4.19,13.333333333333345,117.20000000000002,64.16666666666667,139.66666666666669,82.60866666666669,87,Flu,12,0
2024-03-09,Ward-5,10.6,32.5,14.6,47.5,18.0,7.2,5.86,8.44,4.19,13.333333333333345,117.20000000000002,64.16666666666667,139.66666666666669,82.60866666666669,7,Typhoid,62,1
2024-03-09,Ward-5,39.1,47.0,97.3,28.9,20.4,7.36,3.19,8.0,2.9,24.00000000000002,63.8,68.75,96.66666666666669,65.92966666666668,87,Flu,12,0
2024-03-09,Ward-5,39.1,47.0,97.3,28.9,20.4,7.36,3.19,8.0,2.9,24.00000000000002,63.8,68.75,96.66666666666669,65.92966666666668,7,Typhoid,62,1
2024-03-09,Ward-5,39.1,47.0,97.3,28.9,20.4,7.2,5.86,8.44,4.19,13.333333333333345,117.20000000000002,64.16666666666667,139.66666666666669,82.60866666666669,87,Flu,12,0
2024-03-09,Ward-5,39.1,47.0,97.3,28.9,20.4,7.2,5.86,8.44,4.19,13.333333333333345,117.20000000000002,64.16666666666667,139.66666666666669,82.60866666666669,7,Typhoid,62,1
2024-03-12,Ward-5,38.5,30.0,156.0,13.6,12.1,6.79,1.37,5.37,3.43,-13.999999999999998,27.4,96.14583333333334,114.33333333333331,66.00691666666668,32,Cholera,53,0
2024-03-19,Ward-5,22.3,66.5,5.0,32.3,28.8,7.17,5.69,6.9,1.64,11.333333333333329,113.8,80.20833333333333,54.66666666666666,63.27883333333333,47,Typhoid,9,2
2024-03-21,Ward-5,10.7,84.7,81.4,36.4,17.3,7.28,2.58,7.78,3.09,18.66666666666669,51.6,71.04166666666666,103.0,65.35683333333334,61,Flu,23,9
2024-03-31,Ward-5,15.4,48.5,60.5,23.7,16.7,7.14,1.84,4.39,1.95,9.33333333333331,36.8,106.35416666666669,65.0,62.301750000000006,89,Typhoid,68,2
2024-04-10,Ward-5,14.3,49.3,139.2,41.8,26.4,7.49,1.34,7.43,4.91,32.666666666666686,26.8,74.6875,163.66666666666669,82.69508333333334,62,COVID-19,10,3
2024-05-08,Ward-5,30.6,84.1,191.7,10.6,18.9,7.08,3.67,5.58,4.37,5.3333333333333375,73.4,93.95833333333331,145.66666666666669,85.64983333333335,102,Typhoid,1,9
2024-05-09,Ward-5,10.5,77.3,97.1,0.6,9.2,7.31,3.83,8.74,2.47,20.666666666666643,76.6,61.04166666666666,82.33333333333334,60.61016666666667,26,Flu,34,7
2024-05-10,Ward-5,28.0,78.5,40.1,38.3,10.4,6.77,1.44,4.91,4.88,-15.333333333333362,28.8,100.9375,162.66666666666666,81.10008333333332,61,Typhoid,7,3
2024-05-11,Ward-5,31.0,55.4,89.0,31.4,18.9,7.16,5.69,7.37,3.42,10.666666666666677,113.8,75.3125,114.0,78.08091666666667,50,Malaria,57,1
2024-05-13,Ward-5,19.2,50.8,183.2,17.0,24.4,7.27,4.55,8.73,4.59,17.99999999999997,91.0,61.145833333333336,153.0,82.14958333333334,43,COVID-19,68,4
2024-05-26,Ward-5,38.5,94.7,19.8,42.5,5.8,7.6,5.38,7.46,4.64,39.99999999999997,107.6,74.375,154.66666666666666,94.61016666666666,80,Malaria,69,7
2024-05-28,Ward-5,14.8,47.7,31.4,32.9,24.0,7.29,3.77,7.47,1.51,19.333333333333336,75.4,74.27083333333333,50.33333333333333,55.66275,1,Dengue,32,5
2024-06-04,Ward-5,32.9,62.4,118.5,19.1,7.6,7.19,4.93,4.03,4.06,12.666666666666693,98.6,110.10416666666669,135.33333333333331,93.89141666666669,43,Dengue,74,2
2024-06-06,Ward-5,27.3,74.5,73.5,25.6,16.4,7.4,4.93,6.25,4.28,26.66666666666669,98.6,86.97916666666666,142.66666666666669,91.16225,69,Flu,61,5
2024-07-03,Ward-5,40.0,64.8,165.6,32.6,13.2,7.19,4.93,4.03,4.93,12.666666666666693,98.6,110.10416666666669,164.33333333333334,102.01141666666668,93,Flu,24,0
2024-07-10,Ward-5,19.1,54.7,6.3,46.4,29.7,7.11,3.61,8.48,3.75,7.333333333333354,72.2,63.74999999999999,125.0,69.84033333333335,36,Cholera,19,5
2024-07-10,Ward-5,19.1,54.7,6.3,46.4,29.7,7.11,3.61,8.48,3.75,7.333333333333354,72.2,63.74999999999999,125.0,69.84033333333335,31,Flu,17,0
2024-07-10,Ward-5,19.1,54.7,6.3,46.4,29.7,7.49,5.96,6.34,2.47,32.666666666666686,119.2,86.04166666666667,82.33333333333334,78.56616666666667,36,Cholera,19,5
2024-07-10,Ward-5,19.1,54.7,6.3,46.4,29.7,7.49,5.96,6.34,2.47,32.666666666666686,119.2,86.04166666666667,82.33333333333334,78.56616666666667,31,Flu,17,0
2024-07-10,Ward-5,11.2,72.1,116.5,20.4,9.9,7.11,3.61,8.48,3.75,7.333333333333354,72.2,63.74999999999999,125.0,69.84033333333335,36,Cholera,19,5
2024-07-10,Ward-5,11.2,72.1,116.5,20.4,9.9,7.11,3.61,8.48,3.75,7.333333333333354,72.2,63.74999999999999,125.0,69.84033333333335,31,Flu,17,0
2024-07-10,Ward-5,11.2,72.1,116.5,20.4,9.9,7.49,5.96,6.34,2.47,32.666666666666686,119.2,86.04166666666667,82.33333333333334,78.56616666666667,36,Cholera,19,5
2024-07-10,Ward-5,11.2,72.1,116.5,20.4,9.9,7.49,5.96,6.34,2.47,32.666666666666686,119.2,86.04166666666667,82.33333333333334,78.56616666666667,31,Flu,17,0
2024-07-21,Ward-5,17.6,59.4,92.7,22.8,26.0,6.88,4.7,7.96,1.29,-8.000000000000007,94.0,69.16666666666667,43.0,48.836666666666666,83,COVID-19,72,2
2024-07-21,Ward-5,17.6,59.4,92.7,22.8,26.0,6.88,4.7,7.96,1.29,-8.000000000000007,94.0,69.16666666666667,43.0,48.836666666666666,111,COVID-19,61,0
2024-07-21,Ward-5,17.6,59.4,92.7,22.8,26.0,7.19,4.22,8.13,3.83,12.666666666666693,84.39999999999999,67.39583333333331,127.66666666666666,74.95191666666668,83,COVID-19,72,2
2024-07-21,Ward-5,17.6,59.4,92.7,22.8,26.0,7.19,4.22,8.13,3.83,12.666666666666693,84.39999999999999,67.39583333333331,127.66666666666666,74.95191666666668,111,COVID-19,61,0
2024-07-21,Ward-5,12.1,48.3,169.9,22.9,26.5,6.88,4.7,7.96,1.29,-8.000000000000007,94.0,69.16666666666667,43.0,48.836666666666666,83,COVID-19,72,2
2024-07-21,Ward-5,12.1,48.3,169.9,22.9,26.5,6.88,4.7,7.96,1.29,-8.000000000000007,94.0,69.16666666666667,43.0,48.836666666666666,111,COVID-19,61,0
2024-07-21,Ward-5,12.1,48.3,169.9,22.9,26.5,7.19,4.22,8.13,3.83,12.666666666666693,84.39999999999999,67.39583333333331,127.66666666666666,74.95191666666668,83,COVID-19,72,2
2024-07-21,Ward-5,12.1,48.3,169.9,22.9,26.5,7.19,4.22,8.13,3.83,12.666666666666693,84.39999999999999,67.39583333333331,127.66666666666666,74.95191666666668,111,COVID-19,61,0
2024-07-25,Ward-5,17.5,64.7,56.4,4.7,17.2,6.96,1.3,8.2,2.28,-2.6666666666666687,26.0,66.66666666666667,75.99999999999999,47.52,53,Flu,51,0
2024-07-27,Ward-5,18.8,34.5,35.2,49.8,6.4,7.06,5.72,5.23,4.37,3.999999999999974,114.4,97.60416666666666,145.66666666666669,93.15608333333334,32,Typhoid,61,5
2024-08-05,Ward-5,18.4,91.1,66.9,20.4,28.4,7.29,5.3,4.84,4.57,19.333333333333336,106.0,101.66666666666666,152.33333333333334,98.43333333333334,16,Malaria,20,6
2024-08-14,Ward-5,21.6,35.7,72.4,26.6,18.8,6.98,2.83,5.16,3.67,-1.333333333333305,56.60000000000001,98.33333333333331,122.33333333333334,76.44933333333336,101,Dengue,10,0
2024-08-16,Ward-5,31.3,38.1,136.6,20.6,10.5,7.45,5.89,8.69,3.66,30.00000000000001,117.8,61.56250000000001,122.0,80.53925000000001,7,Flu,54,7
2024-08-21,Ward-5,32.4,57.0,119.9,19.5,21.1,7.07,3.13,8.75,2.73,4.666666666666686,62.6,60.9375,91.0,57.24141666666667,68,Malaria,12,9
2024-08-21,Ward-5,32.4,57.0,119.9,19.5,21.1,7.07,3.13,8.75,2.73,4.666666666666686,62.6,60.9375,91.0,57.24141666666667,60,Cholera,63,7
2024-08-21,Ward-5,32.4,57.0,119.9,19.5,21.1,6.67,1.18,8.48,1.73,-22.000000000000007,23.6,63.74999999999999,57.66666666666666,36.757666666666665,68,Malaria,12,9
2024-08-21,Ward-5,32.4,57.0,119.9,19.5,21.1,6.67,1.18,8.48,1.73,-22.000000000000007,23.6,63.74999999999999,57.66666666666666,36.757666666666665,60,Cholera,63,7
2024-08-21,Ward-5,24.4,78.2,73.0,30.0,19.9,7.07,3.13,8.75,2.73,4.666666666666686,62.6,60.9375,91.0,57.24141666666667,68,Malaria,12,9
2024-08-21,Ward-5,24.4,78.2,73.0,30.0,19.9,7.07,3.13,8.75,2.73,4.666666666666686,62.6,60.9375,91.0,57.24141666666667,60,Cholera,63,7
2024-08-21,Ward-5,24.4,78.2,73.0,30.0,19.9,6.67,1.18,8.48,1.73,-22.000000000000007,23.6,63.74999999999999,57.66666666666666,36.757666666666665,68,Malaria,12,9
2024-08-21,Ward-5,24.4,78.2,73.0,30.0,19.9,6.67,1.18,8.48,1.73,-22.000000000000007,23.6,63.74999999999999,57.66666666666666,36.757666666666665,60,Cholera,63,7
2024-08-29,Ward-5,35.3,93.5,176.4,5.6,21.1,7.25,4.45,8.73,2.2,16.666666666666664,89.0,61.145833333333336,73.33333333333334,59.22958333333335,92,COVID-19,59,6
2024-09-06,Ward-5,38.5,33.8,73.7,19.8,15.9,7.47,2.4,6.93,4.92,31.33333333333332,48.0,79.89583333333333,164.0,87.65791666666667,52,Cholera,59,0
2024-09-09,Ward-5,13.8,35.2,183.9,18.2,14.0,7.35,1.29,4.29,3.99,23.333333333333307,25.8,107.39583333333331,133.0,83.01591666666667,115,Dengue,64,5
2024-09-10,Ward-5,27.6,60.6,12.4,30.8,14.3,7.14,2.69,7.08,1.73,9.33333333333331,53.8,78.33333333333333,57.66666666666666,53.441333333333326,31,COVID-19,71,1
2024-09-28,Ward-5,37.2,72.1,164.6,28.2,16.3,6.81,4.2,8.71,2.61,-12.666666666666693,84.00000000000001,61.35416666666666,87.0,55.87375,6,Malaria,1,5
2024-10-02,Ward-5,36.1,45.3,145.0,31.9,7.6,7.14,4.25,5.41,3.97,9.33333333333331,85.0,95.72916666666669,132.33333333333334,85.25458333333334,75,Malaria,16,1
2024-10-03,Ward-5,30.9,58.1,118.0,40.9,8.9,7.49,3.91,5.11,2.96,32.666666666666686,78.2,98.85416666666666,98.66666666666669,80.93575000000001,114,Dengue,39,6
2024-10-17,Ward-5,21.4,76.7,54.8,48.4,19.0,7.07,3.02,5.56,3.27,4.666666666666686,60.4,94.16666666666669,109.0,73.22733333333335,100,Dengue,21,4
2024-10-23,Ward-5,32.0,22.4,76.1,31.3,16.3,7.23,5.13,4.53,3.76,15.333333333333362,102.6,104.89583333333334,125.33333333333331,90.54725000000002,115,Malaria,76,6
2024-10-25,Ward-5,27.2,67.5,161.1,1.5,11.1,6.54,3.18,7.77,4.35,-30.666666666666664,63.6,71.14583333333334,145.0,68.21891666666667,98,Cholera,36,3
2024-10-27,Ward-5,33.7,50.2,148.6,20.7,12.2,7.45,3.29,7.47,4.11,30.00000000000001,65.8,74.27083333333333,137.0,80.74008333333335,12,Dengue,18,0
2024-10-27,Ward-5,33.7,50.2,148.6,20.7,12.2,7.45,3.29,7.47,4.11,30.00000000000001,65.8,74.27083333333333,137.0,80.74008333333335,113,Flu,22,6
2024-10-27,Ward-5,33.7,50.2,148.6,20.7,12.2,7.09,2.39,7.94,1.16,5.999999999999991,47.8,69.375,38.66666666666666,43.38216666666667,12,Dengue,18,0
2024-10-27,Ward-5,33.7,50.2,148.6,20.7,12.2,7.09,2.39,7.94,1.16,5.999999999999991,47.8,69.375,38.66666666666666,43.38216666666667,113,Flu,22,6
2024-10-27,Ward-5,36.2,44.9,109.8,9.3,5.7,7.45,3.29,7.47,4.11,30.00000000000001,65.8,74.27083333333333,137.0,80.74008333333335,12,Dengue,18,0
2024-10-27,Ward-5,36.2,44.9,109.8,9.3,5.7,7.45,3.29,7.47,4.11,30.00000000000001,65.8,74.27083333333333,137.0,80.74008333333335,113,Flu,22,6
2024-10-27,Ward-5,36.2,44.9,109.8,9.3,5.7,7.09,2.39,7.94,1.16,5.999999999999991,47.8,69.375,38.66666666666666,43.38216666666667,12,Dengue,18,0
2024-10-27,Ward-5,36.2,44.9,109.8,9.3,5.7,7.09,2.39,7.94,1.16,5.999999999999991,47.8,69.375,38.66666666666666,43.38216666666667,113,Flu,22,6
2024-10-29,Ward-5,27.7,33.1,129.4,40.0,25.5,7.39,3.3,5.98,2.52,25.99999999999998,65.99999999999999,89.79166666666666,84.0,70.32916666666665,29,Flu,29,0
2024-11-05,Ward-5,32.2,25.8,11.1,38.1,20.6,7.16,4.26,7.16,1.51,10.666666666666677,85.2,77.5,50.33333333333333,56.422,89,Dengue,2,0
2024-11-15,Ward-5,39.9,90.8,21.8,9.7,12.0,6.96,5.18,8.91,3.24,-2.6666666666666687,103.6,59.27083333333333,108.0,66.38141666666667,0,Flu,40,4
2024-11-26,Ward-5,35.4,92.9,92.6,14.5,5.6,6.86,1.03,6.22,2.99,-9.33333333333331,20.6,87.29166666666666,99.66666666666669,58.828500000000005,63,Flu,57,2
2024-11-27,Ward-5,14.8,51.4,89.4,46.1,12.4,7.05,3.63,4.73,4.15,3.333333333333321,72.6,102.8125,138.33333333333334,86.03891666666667,92,Flu,9,9
2024-12-07,Ward-5,11.8,51.4,176.4,21.4,25.3,6.91,5.6,4.26,3.87,-5.999999999999991,112.0,107.70833333333334,129.0,89.34083333333334,77,Cholera,56,8
2024-12-17,Ward-5,16.9,56.4,36.9,9.9,16.7,7.61,1.36,6.75,4.35,40.66666666666669,27.200000000000003,81.77083333333334,145.0,81.70075000000001,84,Flu,18,7
2024-12-20,Ward-5,24.6,31.8,63.4,35.8,29.6,7.33,4.41,4.11,1.27,22.000000000000007,88.2,109.27083333333331,42.333333333333336,67.95741666666667,9,Typhoid,21,6
